recipe_id,step_number,step_content
105726,10,"TO MAKE AHEAD: Combine all ingredients (except the bread) store covered in refrigerator for up to 3 days or freeze in a covered container ----- this bread can be made without the addition of the Parmesan cheese if desired, but of course it's better with the cheese!"
77854,1,"Slice the eggs in half lengthwise; remove the yolks, and set whites aside."
77854,2,"In a small bowl, mush yolks well with a fork, leaving no small lumps."
77854,3,Add next 10 ingredients (adjusting to suit taste) mix well to combine.
77854,4,Spoon or pipe egg yolk mixture evenly into the whites.
77854,5,Sprinkle with paprika.
77854,6,Cover tightly with plastic wrap.
77854,7,Store in the refrigerator until ready to serve (if not making the yolk mixture a day ahead it is best to prepare the eggs and refrigerate for about 5 hours before serving this will give the flavors a chance to blend and intensify).
17722,1,"In a 5 qt pot, heat water to a boil and cook pasta until al dente."
17722,2,"While the pasta is cooking, melt butter and olive oil in pan."
17722,3,"Sautee onion and garlic, and add crushed red pepper flakes."
17722,4,"Add lemon juice, oregano, basil, and Old Bay seasoning, stir for one minute Add clams with juice."
17722,5,Simmer for 5 minutes.
17722,6,Drain pasta and place in large bowl.
17722,7,"Cover pasta with clam sauce, stir well and top with parsley and parmesan cheese."
17722,8,Serve with warm crusty bread and chilled white wine.
110047,1,Preheat oven to 350.
110047,2,Grease the bottom and sides of an 11x7 inch baking dish or 10 inch quiche dish.
110047,3,Chop the onion.
110047,4,Heat butter in a small nonstick skillet and saute until tender.
110047,5,"Combine cooked onion, soup, chicken, milk, pimiento, and mayo in a bowl and then turn into the prepared baking dish."
110047,6,Bake for 15 minutes and remove from oven.
110047,7,Sprinkle 1 cup of the cheese over the baked mixture.
110047,8,Arrange biscuits decoratively in a single layer and sprinkle remaining 1/2 cup cheese over them.
110047,9,"Return casserole to oven and bake until biscuits are golden brown and sauce is bubbly, usually about 20 minutes longer."
110047,10,NOTE: 02/16/09: This is RICH! You may sub sour cream for all or part of the mayo if you wish to cut back on the heaviness. The last time I made this I used a 1/4 cup of fat free mayo and 1/4 cup of sour cream. I think it was delicious! Also --  I took the suggestion of adding a cup of cooked green peas. What a terrific idea!  I LOVED it! I think I might add two cups next time. Thanks to you all for making my humble recipe and leaving your suggestions. You GREATLY improved a recipe I was already proud of. Thanks so much.
31235,1,Heat oven to 275 degrees F.
31235,2,Line 2 cookie sheets with parchment paper.
31235,3,Combine brown sugar and water in a 4 cup microwave proof cup.
31235,4,Microwave on high 5 minutes until sugar is completely dissolved.
31235,5,Remove from microwave and stir in vanilla and salt.
31235,6,"In large mixing bowl, mix oats, nuts, and brown sugar mixture."
31235,7,Mix thoroughly.
31235,8,Spread onto cookie sheets and bake 45 minutes-1 hour until golden brown.
31235,9,"When granola has cooled completely, add fruits if you wish and store in airtight container."
24476,1,"In medium skillet saute' broken spaghetti pieces in butter, stirring constantly, until the spaghetti begins to brown."
24476,2,"Add rice, stirring until the rice is well coated with the butter and the spaghetti browns a little more Carefully pour in broth."
24476,3,Simmer until liquid is absorbed.
44833,1,Preheat the oven to 350 degrees F.
44833,2,"Clean the medium (or large-ish, if you like your squash as I do!) zucchinis well, cut the ends off, and slice them lengthwise into quarters so that you have eight pieces."
44833,3,Coat the bottom of a baking dish with the olive oil and place the zucchini pieces in the dish.
44833,4,"Sprinkle with the seasoning salt (I sometimes lightly spray the zucchini with pan spray before sprinkling on the seasoning salt), then with the Parmesan cheese."
44833,5,Place uncovered in the oven and bake for 20 minutes on 350 degrees F.
44833,6,"Serve two pieces to each person as a side dish, and enjoy!"
32042,1,"In a large stockpot combine oil and flour and cook over medium-high heat about 15 minutes or until it turns very dark brown, almost between brown and black."
32042,2,You will have to stir almost constantly.
32042,3,This is called the roux.
32042,4,"Add onions, parsley, celery, bell peppers, scallions and garlic and cook about 10 more minutes or until vegetables are tender, stirring regularly."
32042,5,"Add broth, salt, and creole seasoning."
32042,6,"(If you like you may also add a 10 oz package of frozen okra at this point, but I despise the stuff)."
32042,7,Cover pot and simmer 15 minutes stirring occasionally.
32042,8,"Add your chosen combination of meat at this point and simmer an additional 10 minutes (if using whole pieces of crab like claws, or blue crab halves cook a little longer to ensure they're cooked all the way.)."
32042,9,Ladle over steamed white rice.
119373,1,Ignore the directions on the bag that the rice came from and rinse the rice only 3-5 times. The water does NOT have to run clear.
119373,2,Place rice to drain in a strainer.
119373,3,"Drain for one hourin the winter, 30 min in the summer. (Sounds strange, but is true)."
119373,4,"While rice is draining, combine vinegar,sugar, salt and mirin together in a bowl and mix well."
119373,5,"If using a kelp leaf,it should be about 2 in long"
119373,6,"Wipe it lightly, cut small slits to make it look like a comb and add it to a pot along with the water."
119373,7,Add rice to the pot.
119373,8,Bring quickly to a boil and then reduce to a simmer.
119373,9,"Cover the pot and DON'T touch it until the end, NO PEEKING."
119373,10,Cook for 15 minutes before removing the pot from the heat but keep the lid CLOSED.
119373,11,Let rice rest for 10 min and then remove the cover.
119373,12,Place in a glass dish to cool and lightly fan the rice while adding the vinegar mixture.
119373,13,"Mix rice gently, careful not to break it."
119373,14,Sushi rice is best used at body temperature.
81211,1,Place ingredients in bread machine according to manufacturers directions.
81211,2,Start machine on dough setting.
81211,3,"When dough cycle is complete, remove dough with floured hands and cut in half on floured surface."
81211,4,Take each half of dough and roll to make a loaf about 12 inches long in the shape of French bread.
81211,5,Place on greased baking sheet and cover with a towel.
81211,6,"Let rise until doubled, about 1 hour."
81211,7,Preheat oven to 450°.
81211,8,"Bake for 15 to 20 minutes or until golden brown, turning pan around once halfway during baking."
81211,9,Remove baked loaves to wire racks to cool.
131639,1,Pre-heat oven to 375 degrees.
131639,2,"Wash and cut tomatoes, placing in a shallow baking dish cut side down."
131639,3,"Add onion pieces, garlic, oregano and basil to the pan."
131639,4,Drizzle vegetables with olive oil and balsamic vinegar.
131639,5,Season with salt and pepper.
131639,6,Bake for 45 minutes.
131639,7,Place roasted vegetables in food processor bowl or blender and begin puree. Slowly add broth or water until soup has desired consistency. Continue blending until smooth.
131639,8,"An immersion blender also works very well. (If you warm the broth first, the soup will be hot without reheating.)."
131639,9,Serve garnished with cheese if desired.
55796,1,"In a large pot, heat olive oil."
55796,2,Add garlic and onion; saute until soft and the onion is transparent.
55796,3,"Wash the kale, leaving small droplets of water. Saute, stirring, until wilted and a lovely emerald green, about 15 minutes."
55796,4,"Add 3 cups of the broth, reserving 1 cup, 2 cups of the beans, reserving 1 cup, all of the carrots, tomatoes, herbs, salt and pepper."
55796,5,Simmer 5 minutes.
55796,6,"In a blender or food processor, mix the reserved beans and broth until smooth."
55796,7,Stir into the soup to thicken it nicely.
55796,8,Simmer 15 more minutes.
55796,9,Ladle into bowls; sprinkle with chopped parsley and shredded parmesan.
55796,10,Serve with a nice loaf of crusty bread to soak up all the yummy broth!
55796,11,For Vegetarian use the vegetable broth.
117532,1,Mix 1 cup of flour with all other ingredients.
117532,2,Gradually add 2nd cup of flour until it forms a ball.  Use your hands to form and knead the dough.
117532,3,Let the dough rest 10-15 minutes in a bowl covered with a dish towel or saran to keep it warm.
117532,4,Spread out onto greased pizza pan and top with your favorite toppings.
117532,5,Bake at 375 degrees for approximately 15 minutes.  Enjoy!
100526,1,Shred cabbage and carrots into a bowl.
100526,2,"Mix mayonnaise, vinegar and sugar in a separate bowl; blending well."
100526,3,Pour over shredded vegetables and stir to coat.
100526,4,Chill.
100526,5,Amounts of dressing ingredients can be adjusted to suit taste but always use the same amount of vinegar as sugar.
24139,1,Puree first 10 ingredients in a blender.
24139,2,"Pour into the crock pot, add tomato sauce, cinnamon stick and onion and mix well."
24139,3,Add chicken and turn to cover.
24139,4,Cook on low for 5 hours.
24139,5,Sprinkle with chopped parsley before serving.
24139,6,"Serve with rice or rolls, enjoy!"
89164,1,"Put 4 cups of the flour, yeast, sugar and salt into large bowl."
89164,2,Pour in hot water and oil and mix until combined- it will be sticky.
89164,3,Add the remaining flour in increments until dough is no longer sticky.
89164,4,Knead for about 5 minutes until dough is elastic and smooth.
89164,5,Place dough back into bowl and cover with a damp teatowel and let it rise until double its size- about 1/2 hour.
89164,6,Punch it down and divide dough into two pieces.
89164,7,Roll pieces long enough to fill two well oiled loaf pans and leave to rise until dough has reached the rim of the pan.
89164,8,Bake at 400F for 40 minutes.
89164,9,Rub hot breads with water and wrap in a teatowel to'sweat' to soften the crust.
125399,1,Preheat oven to 350 degrees Fahrenheit.
125399,2,"Cut each slice of bread into 3 pieces to make sticks. Texas Toast is a very thick sliced bread about 3/4"" thick.  You could substitute french bread if Texas toast is not available."
125399,3,"In a bowl, mix together melted butter, eggs, sugar, cinnamon, vanilla and milk.  Beat well."
125399,4,Dip sticks into egg mixture and place on a cookie sheet that has been sprayed with cooking spray.
125399,5,"If there is any dip left, you can drizzle it over the sticks."
125399,6,Bake for 25 minutes on middle rack of oven.  Turn halfway through baking time.
125399,7,Allow to cool.
125399,8,"Flash freeze on cookie sheet, remove and place in a ziploc bag."
125399,9,To reheat: place 3 sticks on a microwave-safe plate and heat on high for 1 minute until warm. Serve with syrup.
99103,1,Layer ingredients in crockpot.
99103,2,"Pour in water, so don't stir."
99103,3,Cover and cook on high 4-5 hours or on low for 8-10 hours.
99103,4,Remove Bay leaf.
99103,5,Serve with some nice crusty bread or buns.
180306,1,"In the bowl of a heavy-duty mixer, place flours, xanthan gum, salt, and egg replacer (if used).Blend with mixer on low."
180306,2,"In a small bowl dissolve the sugar in the water, and add yeast."
180306,3,"Wait until the mixture foams slightly, then blend into the dry ingredients."
180306,4,"Add the butter, egg whites, and vinegar.Beat on high for 3 minutes."
180306,5,"To form loaves, spoon dough onto greased and cornmeal-dusted cookie sheets in two long French-loaf shapes or spoon into special French-bread pans."
180306,6,"Slash diagonally every few inches.If desired, brush with melted butter."
180306,7,"Cover the dough and let rise in a warm place until doubled in bulk, 20 to 25 minutes."
180306,8,Preheat oven to 400 degrees. Bake for 40 to 45 minutes.
